GID,iso3,ID,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1
ETH.5_1,ETH,895,Dire Dawa, ,,Astedader,City,15
ETH.6_1,ETH,896,Gambela Peoples,Gambela,,Kilil,State,12
ETH.7_1,ETH,897,Harari People,Hareri,,Kilil,State,13
ETH.8_1,ETH,898,Oromia,Oromiya,,Kilil,State,4
ETH.9_1,ETH,899,Somali,Sumale,,Kilil,State,5
ETH.10_1,ETH,900,"Southern Nations, Nationalities and Peoples",SNNPR,,Kilil,State,7
ETH.11_1,ETH,901,Tigray,Tegré|Tigrai|Tigre,,Kilil,State,1
FIN.1_1,FIN,902,Eastern Finland,Itä-Suomen lääni|Östra Finlands län,,Lääni,Province,
FIN.2_1,FIN,903,Lapland,Lapin lääni|Lappi|Laponia|Lapônia|Laponie|Lappland|Lapplands län,,Lääni,Province,
FIN.3_1,FIN,904,Oulu,Oulun lääni|Uleåborgs län,,Lääni,Province,
FIN.4_1,FIN,905,Southern Finland,Etelä-Suomen lääni|Södra Finlands län,,Lääni,Province,
FIN.5_1,FIN,906,Western Finland,Länsi-Suomen lääni|Västra Finlands län,,Lääni,Province,
FJI.1_1,FJI,907,Central,,,Division,Division,
FJI.2_1,FJI,908,Eastern,,,Division,Division,
FJI.3_1,FJI,909,Northern,,,Division,Division,
FJI.4_1,FJI,910,Rotuma,,,Division,Division,
FJI.5_1,FJI,911,Western,,,Division,Division,
FRA.1_1,FRA,912,Auvergne-Rhône-Alpes,,,Région,Region,
FRA.2_1,FRA,913,Bourgogne-Franche-Comté,,,Région,Region,
FRA.3_1,FRA,914,Bretagne,,,Région,Region,
FRA.4_1,FRA,915,Centre-Val de Loire,,,Région,Region,
FRA.5_1,FRA,916,Corse,Corsica,,Région,Region,
FRA.6_1,FRA,917,Grand Est,,,Région,Region,
FRA.7_1,FRA,918,Hauts-de-France,,,Région,Region,
FRA.8_1,FRA,919,Île-de-France,,,Région,Region,
FRA.9_1,FRA,920,Normandie,,,Région,Region,
FRA.10_1,FRA,921,Nouvelle-Aquitaine,,,Région,Region,
FRA.11_1,FRA,922,Occitanie,,,Région,Region,
FRA.12_1,FRA,923,Pays de la Loire,,,Région,Region,
FRA.13_1,FRA,924,Provence-Alpes-Côte d'Azur,,,Région,Region,
FRO.1_1,FRO,925,Eysturoyar,Østerø|Eysturoy,,Syssel|sýsla,Region,
FRO.2_1,FRO,926,Norderøerne,Norðoya|Norderøer,,Syssel|sýsla,Region,
FRO.3_1,FRO,927,Sandoyar,Sandø|Sadoy,,Syssel|sýsla,Region,
FRO.4_1,FRO,928,Streymoyar,Strømø|Stremoy|Streymoy,,Syssel|sýsla,Region,
FRO.5_1,FRO,929,Suðuroyar,Suðuroy|Syderø,,Syssel|sýsla,Region,
FRO.6_1,FRO,930,Vågø,Vága|Vágar|Vaagø,,Syssel|sýsla,Region,
FSM.1_1,FSM,931,Chuuk,Truk,,State,State,
FSM.2_1,FSM,932,Kosrae,Kusaie,,State,State,
FSM.3_1,FSM,933,Pohnpei,Ponape,,State,State,
FSM.4_1,FSM,934,Yap,,,State,State,
GAB.1_1,GAB,935,Estuaire,,,Province,Province,
GAB.2_1,GAB,936,Haut-Ogooué,,,Province,Province,
GAB.3_1,GAB,937,Moyen-Ogooué,,,Province,Province,
GAB.4_1,GAB,938,Ngounié,N'Gounié,,Province,Province,
GAB.5_1,GAB,939,Nyanga,,,Province,Province,
GAB.6_1,GAB,940,Ogooué-Ivindo,,,Province,Province,
GAB.7_1,GAB,941,Ogooué-Lolo,,,Province,Province,
GAB.8_1,GAB,942,Ogooué-Maritime,,,Province,Province,
GAB.9_1,GAB,943,Wouleu-Ntem,Woleu-Ntem,,Province,Province,
GBR.1_1,GBR,944,England,,,Home Nation|Constituent Country,Kingdom,
GBR.2_1,GBR,945,Northern Ireland,Ulster,,Home Nation|Constituent Country,Province,
GBR.3_1,GBR,946,Scotland,Alba,,Home Nation|Constituent Country,Kingdom,
GBR.4_1,GBR,947,Wales,Cymru,,Home Nation|Constituent Country,Principality,
GEO.1_1,GEO,948,Abkhazia,Sokhumi,,Avtonomiuri Respublika,Autonomous Republic,
GEO.2_1,GEO,949,Ajaria,Batumi,,Avtonomiuri Respublika,Autonomous Republic,
GEO.3_1,GEO,950,Guria,Ozurgeti,,Region,Region,
GEO.4_1,GEO,951,Imereti,Kutaisi,,Region,Region,
GEO.5_1,GEO,952,Kakheti,Telavi,,Region,Region,
GEO.6_1,GEO,953,Kvemo Kartli,Rustavi,,Region,Region,
GEO.7_1,GEO,954,Mtskheta-Mtianeti,Mtskheta,,Region,Region,
GEO.8_1,GEO,955,Racha-Lechkhumi-Kvemo Svaneti,Ambrolauri,,Region,Region,
GEO.9_1,GEO,956,Samegrelo-Zemo Svaneti,Zugdidi,,Region,Region,
GEO.10_1,GEO,957,Samtskhe-Javakheti,Akhaltsikhe,,Region,Region,
GEO.11_1,GEO,958,Shida Kartli,Gori,,Region,Region,
GEO.12_1,GEO,959,Tbilisi,,,K'alak'i,Independent City,
GGY.1_1,GGY,960,Alderney,,,Parish,Parish,
GGY.2_1,GGY,961,Brecqhou,,,Parish,Parish,
GGY.3_1,GGY,962,Castel,,,Parish,Parish,
GGY.4_1,GGY,963,Forest,,,Parish,Parish,
GGY.5_1,GGY,964,Herm,,,Parish,Parish,
GGY.6_1,GGY,965,Jethou,,,Parish,Parish,
GGY.7_1,GGY,966,Saint Andrew,,,Parish,Parish,
GGY.8_1,GGY,967,Saint Martin,,,Parish,Parish,
GGY.9_1,GGY,968,Saint Peter Port,,,Parish,Parish,
GGY.10_1,GGY,969,Saint Pierre du Bois,,,Parish,Parish,
GGY.11_1,GGY,970,Saint Sampson,,,Parish,Parish,
GGY.12_1,GGY,971,Saint Saviour,,,Parish,Parish,
GGY.13_1,GGY,972,Sark,,,Parish,Parish,
GGY.14_1,GGY,973,Torteval,,,Parish,Parish,
GGY.15_1,GGY,974,Vale,,,Parish,Parish,
GHA.1_1,GHA,975,Ashanti,,,Region,Region,
GHA.2_1,GHA,976,Brong Ahafo,,,Region,Region,
GHA.3_1,GHA,977,Central,,,Region,Region,
GHA.4_1,GHA,978,Eastern,,,Region,Region,
GHA.5_1,GHA,979,Greater Accra,,,Region,Region,
GHA.6_1,GHA,980,Northern,,,Region,Region,
GHA.7_1,GHA,981,Upper East,,,Region,Region,
GHA.8_1,GHA,982,Upper West,,,Region,Region,
GHA.9_1,GHA,983,Volta,,,Region,Region,
GHA.10_1,GHA,984,Western,,,Region,Region,
GIN.1_1,GIN,985,Boké,,,Region,Region,
GIN.2_1,GIN,986,Conakry,,,Region,Region,
GIN.3_1,GIN,987,Faranah,,,Region,Region,
GIN.4_1,GIN,988,Kankan,,,Region,Region,
GIN.5_1,GIN,989,Kindia,,,Region,Region,
GIN.6_1,GIN,990,Labé,,,Region,Region,
GIN.7_1,GIN,991,Mamou,,,Region,Region,
GIN.8_1,GIN,992,Nzérékoré,,,Region,Region,
GLP.1_1,GLP,993,Basse-Terre,,,Arrondissement,District,
GLP.2_1,GLP,994,Pointe-à-Pitre,,,Arrondissement,District,
GMB.1_1,GMB,995,Banjul,,,Independent City,Independent City,
GMB.2_1,GMB,996,Lower River,Central|South Bank,,Division,Division,
GMB.3_1,GMB,997,Maccarthy Island,Central River|Jangjangbureh|Janjanbureh|Janjangburreh,,Division,Division,
GMB.4_1,GMB,998,North Bank,,,Division,Division,
GMB.5_1,GMB,999,Upper River,,,Division,Division,
GMB.6_1,GMB,1000,Western,,,Division,Division,
GNB.1_1,GNB,1001,Bafatá,,,Região,Region,
GNB.2_1,GNB,1002,Biombo,,,Região,Region,
GNB.3_1,GNB,1003,Bissau,,,Sector Autónomo,Autonomous Sector,
GNB.4_1,GNB,1004,Bolama,Bolama-Bijagcs,,Região,Region,
GNB.5_1,GNB,1005,Cacheu,,,Região,Region,
GNB.6_1,GNB,1006,Gabú,,,Região,Region,
GNB.7_1,GNB,1007,Oio,,,Região,Region,
GNB.8_1,GNB,1008,Quinara,Buba,,Região,Region,
GNB.9_1,GNB,1009,Tombali,,,Região,Region,
GNQ.1_1,GNQ,1010,Annobón, , ,Provincia,Province,
GNQ.2_1,GNQ,1011,Bioko Norte, , ,Provincia,Province,
GNQ.3_1,GNQ,1012,Bioko Sur, , ,Provincia,Province,
GNQ.4_1,GNQ,1013,Centro Sur, , ,Provincia,Province,
GNQ.5_1,GNQ,1014,Kié-Ntem, , ,Provincia,Province,
GNQ.6_1,GNQ,1015,Litoral, , ,Provincia,Province,
GNQ.7_1,GNQ,1016,Wele-Nzas, , ,Provincia,Province,
GRC.1_1,GRC,1017,Aegean,,Αιγαίο,Apokentroménes dioikíseis,Decentralized administration,
GRC.2_1,GRC,1018,Athos,,Άθως,Apokentroménes dioikíseis,Decentralized administration,
GRC.3_1,GRC,1019,Attica,,Αττική,Apokentroménes dioikíseis,Decentralized administration,
GRC.4_1,GRC,1020,Crete,,Κρήτη,Apokentroménes dioikíseis,Decentralized administration,
GRC.5_1,GRC,1021,Epirus and Western Macedonia,,Ήπειρος και Δυτική Μακεδονία,Apokentroménes dioikíseis,Decentralized administration,
GRC.6_1,GRC,1022,Macedonia and Thrace,,Μακεδονία και Θράκη,Apokentroménes dioikíseis,Decentralized administration,
GRC.7_1,GRC,1023,"Peloponnese, Western Greece and the Ionian Islands",,"Πελοπόννησος, Δυτική Ελλάδα και Ιόνια νησιά",Apokentroménes dioikíseis,Decentralized administration,
GRC.8_1,GRC,1024,Thessaly and Central Greece,,Θεσσαλία και Στερεά Ελλάδα,Apokentroménes dioikíseis,Decentralized administration,
GRD.1_1,GRD,1025,Carriacou,,,Dependency,Dependency,
GRD.2_1,GRD,1026,Saint Andrew,,,Parish,Parish,
GRD.3_1,GRD,1027,Saint David,,,Parish,Parish,
GRD.4_1,GRD,1028,Saint George,Saint George's,,Parish,Parish,
GRD.5_1,GRD,1029,Saint John,,,Parish,Parish,
GRD.6_1,GRD,1030,Saint Mark,,,Parish,Parish,
GRD.7_1,GRD,1031,Saint Patrick,,,Parish,Parish,
GRL.1_1,GRL,1032,Kujalleq,Kommune Kujalleq|Kitaa|West Greenland,,Kommuner,Commune,
GRL.2_1,GRL,1033,Northeast Greenland National Park,,,National Park,National Park,
GRL.3_1,GRL,1034,Qaasuitsup,Qaasuitsup Kommunia|Avannaa|Kitaa|Northwest Greenland,,Kommuner,Commune,
GRL.4_1,GRL,1035,Qeqqata,Qeqqata Kommunia|Kitaa|West Greenland,,Kommuner,Commune,
GRL.5_1,GRL,1036,Sermersooq,Kommuneqarfik Sermersooq|Tunu|East Greenland,,Kommuner,Commune,
GTM.1_1,GTM,1037,Alta Verapaz,,,Departamento,Department,
GTM.2_1,GTM,1038,Baja Verapaz,,,Departamento,Department,
GTM.3_1,GTM,1039,Chimaltenango,,,Departamento,Department,
GTM.4_1,GTM,1040,Chiquimula,,,Departamento,Department,
GTM.5_1,GTM,1041,El Progreso,Guastatoya,,Departamento,Department,
GTM.6_1,GTM,1042,Escuintla,,,Departamento,Department,
GTM.7_1,GTM,1043,Guatemala,,,Departamento,Department,
GTM.8_1,GTM,1044,Huehuetenango,,,Departamento,Department,
GTM.9_1,GTM,1045,Izabal,,,Departamento,Department,
GTM.10_1,GTM,1046,Jalapa,,,Departamento,Department,
GTM.11_1,GTM,1047,Jutiapa,,,Departamento,Department,
GTM.12_1,GTM,1048,Petén,,,Departamento,Department,
GTM.13_1,GTM,1049,Quezaltenango,,,Departamento,Department,
GTM.14_1,GTM,1050,Quiché,,,Departamento,Department,
GTM.15_1,GTM,1051,Retalhuleu,,,Departamento,Department,
GTM.16_1,GTM,1052,Sacatepéquez,,,Departamento,Department,
GTM.17_1,GTM,1053,San Marcos,,,Departamento,Department,
GTM.18_1,GTM,1054,Santa Rosa,,,Departamento,Department,
GTM.19_1,GTM,1055,Sololá,,,Departamento,Department,
GTM.20_1,GTM,1056,Suchitepéquez,,,Departamento,Department,
GTM.21_1,GTM,1057,Totonicapán,,,Departamento,Department,
GTM.22_1,GTM,1058,Zacapa,,,Departamento,Department,
GUF.1_1,GUF,1059,Cayenne,,,Arrondissement,Arrondissement,
GUF.2_1,GUF,1060,Saint-Laurent-du-Maroni,,,Arrondissement,Arrondissement,
GUM.1_1,GUM,1061,Agana Heights,,,Municipality,Municipality,
GUM.2_1,GUM,1062,Agat,,,Municipality,Municipality,
GUM.3_1,GUM,1063,Asan,,,Municipality,Municipality,
GUM.4_1,GUM,1064,Barrigada,,,Municipality,Municipality,
GUM.5_1,GUM,1065,Chalan-Pago-Ordot,,,Municipality,Municipality,
GUM.6_1,GUM,1066,Dededo,,,Municipality,Municipality,
GUM.7_1,GUM,1067,Hagåtña,Agana,,Municipality,Municipality,
GUM.8_1,GUM,1068,Inarajan,,,Municipality,Municipality,
GUM.9_1,GUM,1069,Mangilao,Machanao,,Municipality,Municipality,
GUM.10_1,GUM,1070,Merizo,,,Municipality,Municipality,
GUM.11_1,GUM,1071,Mongmong-Toto-Maite,,,Municipality,Municipality,
GUM.12_1,GUM,1072,Piti,,,Municipality,Municipality,
GUM.13_1,GUM,1073,Santa Rita,,,Municipality,Municipality,
GUM.14_1,GUM,1074,Sinajana,,,Municipality,Municipality,
GUM.15_1,GUM,1075,Talofofo,,,Municipality,Municipality,
GUM.16_1,GUM,1076,Tamuning,,,Municipality,Municipality,
GUM.17_1,GUM,1077,Umatac,,,Municipality,Municipality,
GUM.18_1,GUM,1078,Yigo,,,Municipality,Municipality,
GUM.19_1,GUM,1079,Yona,,,Municipality,Municipality,
GUY.1_1,GUY,1080,Barima-Waini,,,Region,Region,1
GUY.2_1,GUY,1081,Cuyuni-Mazaruni,,,Region,Region,7
GUY.3_1,GUY,1082,Demerara-Mahaica,,,Region,Region,4
GUY.4_1,GUY,1083,East Berbice-Corentyne,,,Region,Region,6
GUY.5_1,GUY,1084,Essequibo Islands-West Demerara,,,Region,Region,3
GUY.6_1,GUY,1085,Mahaica-Berbice,,,Region,Region,5
GUY.7_1,GUY,1086,Pomeroon-Supenaam,,,Region,Region,2
GUY.8_1,GUY,1087,Potaro-Siparuni,,,Region,Region,8
GUY.9_1,GUY,1088,Upper Demerara-Berbice,,,Region,Region,10
GUY.10_1,GUY,1089,Upper Takutu-Upper Essequibo,,,Region,Region,9
HKG.1_1,HKG,1090,Central and Western,,,District,District,
HKG.2_1,HKG,1091,Eastern,,,District,District,
HKG.3_1,HKG,1092,Islands,,,District,District,
HKG.4_1,HKG,1093,Kowloon City,,,District,District,
HKG.5_1,HKG,1094,Kwai Tsing,,,District,District,
HKG.6_1,HKG,1095,Kwun Tong,,,District,District,
HKG.7_1,HKG,1096,North,,,District,District,
HKG.8_1,HKG,1097,Sai Kung,,,District,District,
HKG.9_1,HKG,1098,Sha Tin,,,District,District,
HKG.10_1,HKG,1099,Sham Shui Po,,,District,District,
HKG.11_1,HKG,1100,Southern,,,District,District,
HKG.12_1,HKG,1101,Tai Po,,,District,District,
HKG.13_1,HKG,1102,Tsuen Wan,,,District,District,
HKG.14_1,HKG,1103,Tuen Mun,,,District,District,
HKG.15_1,HKG,1104,Wan Chai,,,District,District,
HKG.16_1,HKG,1105,Wong Tai Sin,,,District,District,
HKG.17_1,HKG,1106,Yau Tsim Mong,,,District,District,
HKG.18_1,HKG,1107,Yuen Long,,,District,District,
HND.1_1,HND,1108,Atlántida,,,Departamento,Department,
HND.2_1,HND,1109,Choluteca,,,Departamento,Department,
HND.3_1,HND,1110,Colón,,,Departamento,Department,
HND.4_1,HND,1111,Comayagua,,,Departamento,Department,
HND.5_1,HND,1112,Copán,,,Departamento,Department,
HND.6_1,HND,1113,Cortés,Cortez,,Departamento,Department,
HND.7_1,HND,1114,El Paraíso,Paraiso,,Departamento,Department,
HND.8_1,HND,1115,Francisco Morazán,Tegucigalpa,,Departamento,Department,
HND.9_1,HND,1116,Gracias a Dios,,,Departamento,Department,
HND.10_1,HND,1117,Intibucá,,,Departamento,Department,
HND.11_1,HND,1118,Islas de la Bahía,Islas de Bahia,,Departamento,Department,
HND.12_1,HND,1119,La Paz,,,Departamento,Department,
HND.13_1,HND,1120,Lempira,Gracias,,Departamento,Department,
HND.14_1,HND,1121,Ocotepeque,,,Departamento,Department,
HND.15_1,HND,1122,Olancho,,,Departamento,Department,
HND.16_1,HND,1123,Santa Bárbara,,,Departamento,Department,
HND.17_1,HND,1124,Valle,,,Departamento,Department,
HND.18_1,HND,1125,Yoro,,,Departamento,Department,
HRV.1_1,HRV,1126,Bjelovarska-Bilogorska,Bjelovar-Bilagora,,Županija,County,
HRV.2_1,HRV,1127,Brodsko-Posavska,Slavonski Brod-Posavina,,Županija,County,
HRV.3_1,HRV,1128,Dubrovacko-Neretvanska,Dubrovnik-Neretva,,Županija,County,
HRV.4_1,HRV,1129,Grad Zagreb,,,Grad,City,
HRV.5_1,HRV,1130,Istarska,Istra,,Županija,County,
HRV.6_1,HRV,1131,Karlovacka,Karlovac,,Županija,County,
HRV.7_1,HRV,1132,Koprivničko-Križevačka,Koprivnica-Križevci,,Županija,County,
HRV.8_1,HRV,1133,Krapinsko-Zagorska,Krapina-Zagorje,,Županija,County,
HRV.9_1,HRV,1134,Licko-Senjska,Lika-Senj,,Županija,County,
HRV.10_1,HRV,1135,Medimurska,Medimurje,,Županija,County,
HRV.11_1,HRV,1136,Osjecko-Baranjska,Osijek-Baranja,,Županija,County,
HRV.12_1,HRV,1137,Požeško-Slavonska,Požega-Slavonija,,Županija,County,
HRV.13_1,HRV,1138,Primorsko-Goranska,Primorje-Gorski Kotar,,Županija,County,
HRV.14_1,HRV,1139,Šibensko-Kninska,Šibenik,,Županija,County,
HRV.15_1,HRV,1140,Sisacko-Moslavacka,Sisak-Moslavina,,Županija,County,
HRV.16_1,HRV,1141,Splitsko-Dalmatinska,Split-Dalmacia,,Županija,County,
HRV.17_1,HRV,1142,Varaždinska,Varaždin|Varasd,,Županija,County,
HRV.18_1,HRV,1143,Viroviticko-Podravska,Virovitica-Podravina,,Županija,County,
HRV.19_1,HRV,1144,Vukovarsko-Srijemska,Vukovar-Srijem,,Županija,County,
HRV.20_1,HRV,1145,Zadarska,Zadar-Knin,,Županija,County,
HRV.21_1,HRV,1146,Zagrebačka,Zagreb,,Županija,County,
HTI.1_1,HTI,1147,Centre,Plateau Central,,Département,Department,
HTI.2_1,HTI,1148,Grand'Anse,Grande-Asne|Grande Anse,,Département,Department,
HTI.3_1,HTI,1149,L'Artibonite,Artibonite,,Département,Department,
HTI.4_1,HTI,1150,Nippes,Miragoâne,,Département,Department,
HTI.7_1,HTI,1151,Nord,,,Département,Department,
HTI.5_1,HTI,1152,Nord-Est,,,Département,Department,
HTI.6_1,HTI,1153,Nord-Ouest,,,Département,Department,
HTI.8_1,HTI,1154,Ouest,,,Département,Department,
HTI.10_1,HTI,1155,Sud,,,Département,Department,
HTI.9_1,HTI,1156,Sud-Est,,,Département,Department,
HUN.1_1,HUN,1157,Bács-Kiskun,Bacs-Bodrog-Kiskun,,Megye,County,
HUN.2_1,HUN,1158,Baranya,,,Megye,County,
HUN.3_1,HUN,1159,Békés,,,Megye,County,
HUN.4_1,HUN,1160,Borsod-Abaúj-Zemplén,,,Megye,County,
HUN.5_1,HUN,1161,Budapest,Budapeste,,Fovaros,Capital City,
HUN.6_1,HUN,1162,Csongrád,,,Megye,County,
HUN.7_1,HUN,1163,Fejér,,,Megye,County,
HUN.8_1,HUN,1164,Gyor-Moson-Sopron,Gyor-Sopron,,Megye,County,
HUN.9_1,HUN,1165,Hajdú-Bihar,,,Megye,County,
HUN.10_1,HUN,1166,Heves,,,Megye,County,
HUN.11_1,HUN,1167,Jász-Nagykun-Szolnok,,,Megye,County,
HUN.12_1,HUN,1168,Komárom-Esztergom,Komarom,,Megye,County,
HUN.13_1,HUN,1169,Nógrád,,,Megye,County,
HUN.14_1,HUN,1170,Pest,,,Megye,County,
HUN.15_1,HUN,1171,Somogy,,,Megye,County,
HUN.16_1,HUN,1172,Szabolcs-Szatmár-Bereg,Szabolcs-Szatmár,,Megye,County,
HUN.17_1,HUN,1173,Tolna,,,Megye,County,
HUN.18_1,HUN,1174,Vas,,,Megye,County,
HUN.19_1,HUN,1175,Veszprém,,,Megye,County,
HUN.20_1,HUN,1176,Zala,,,Megye,County,
IDN.1_1,IDN,1177,Aceh,,,Propinisi,Province,11
IDN.2_1,IDN,1178,Bali,,,Propinisi,Province,51
IDN.3_1,IDN,1179,Bangka Belitung,,,Propinisi,Province,19
IDN.4_1,IDN,1180,Banten,,,Propinisi,Province,36
IDN.5_1,IDN,1181,Bengkulu,,,Propinisi,Province,17
IDN.6_1,IDN,1182,Gorontalo,,,Propinisi,Province,75
IDN.7_1,IDN,1183,Jakarta Raya,,,Propinisi,Province,31
IDN.8_1,IDN,1184,Jambi,,,Propinisi,Province,15
IDN.9_1,IDN,1185,Jawa Barat,,,Propinisi,Province,32
IDN.10_1,IDN,1186,Jawa Tengah,,,Propinisi,Province,33
IDN.11_1,IDN,1187,Jawa Timur,,,Propinisi,Province,35
IDN.12_1,IDN,1188,Kalimantan Barat,,,Propinisi,Province,61
IDN.13_1,IDN,1189,Kalimantan Selatan,,,Propinisi,Province,63
IDN.14_1,IDN,1190,Kalimantan Tengah,,,Propinisi,Province,62
IDN.15_1,IDN,1191,Kalimantan Timur,,,Propinisi,Province,64
IDN.16_1,IDN,1192,Kepulauan Riau,,,Propinisi,Province,21
IDN.17_1,IDN,1193,Lampung,,,Propinisi,Province,18
IDN.19_1,IDN,1194,Maluku,,,Propinisi,Province,81
IDN.18_1,IDN,1195,Maluku Utara,,,Propinisi,Province,82
IDN.20_1,IDN,1196,Nusa Tenggara Barat,,,Propinisi,Province,52
IDN.21_1,IDN,1197,Nusa Tenggara Timur,,,Propinisi,Province,53
IDN.23_1,IDN,1198,Papua,,,Propinisi,Province,94
IDN.22_1,IDN,1199,Papua Barat,,,Propinisi,Province,91
IDN.24_1,IDN,1200,Riau,,,Propinisi,Province,14
IDN.25_1,IDN,1201,Sulawesi Barat,,,Propinisi,Province,76
IDN.26_1,IDN,1202,Sulawesi Selatan,,,Propinisi,Province,73
IDN.27_1,IDN,1203,Sulawesi Tengah,,,Propinisi,Province,72
IDN.28_1,IDN,1204,Sulawesi Tenggara,,,Propinisi,Province,74
IDN.29_1,IDN,1205,Sulawesi Utara,,,Propinisi,Province,71
IDN.30_1,IDN,1206,Sumatera Barat,,,Propinisi,Province,13
IDN.31_1,IDN,1207,Sumatera Selatan,,,Propinisi,Province,16
IDN.32_1,IDN,1208,Sumatera Utara,,,Propinisi,Province,12
IDN.33_1,IDN,1209,Yogyakarta,,,Propinisi,Province,34
IMN.1_1,IMN,1210,Ayre,,,Sheading,,
IMN.2_1,IMN,1211,Garff,,,Sheading,,
IMN.3_1,IMN,1212,Glenfaba,,,Sheading,,
IMN.4_1,IMN,1213,Michael,,,Sheading,,
IMN.5_1,IMN,1214,Middle,,,Sheading,,
IMN.6_1,IMN,1215,Rushen,,,Sheading,,
IND.1_1,IND,1216,Andaman and Nicobar,Andaman & Nicobar Islands|Andaman et Nicobar|Iihas de Andama e Nicobar|Inseln Andamanen und Nikobare,,Union Territor,Union Territory,
IND.2_1,IND,1217,Andhra Pradesh,,,State,State,
IND.3_1,IND,1218,Arunachal Pradesh,Agence de la Frontière du Nord-Est(French-obsolete)|North East Frontier Agency,,State,State,
IND.4_1,IND,1219,Assam,,,State,State,
IND.5_1,IND,1220,Bihar,,,State,State,
IND.6_1,IND,1221,Chandigarh,,,Union Territor,Union Territory,
IND.7_1,IND,1222,Chhattisgarh,,,State,State,
IND.8_1,IND,1223,Dadra and Nagar Haveli,DAdra et Nagar Haveli|Dadra e Nagar Haveli,,Union Territor,Union Territory,
IND.9_1,IND,1224,Daman and Diu,,,Union Territor,Union Territory,
IND.10_1,IND,1225,Goa,Gôa,,State,State,
IND.11_1,IND,1226,Gujarat,Goudjerate|Gujerat|Gujerate,,State,State,
IND.12_1,IND,1227,Haryana,,,State,State,
IND.13_1,IND,1228,Himachal Pradesh,,,Union Territor,Union Territory,
IND.14_1,IND,1229,Jammu and Kashmir,,,State,State,
IND.15_1,IND,1230,Jharkhand,Vananchal,,State,State,
IND.16_1,IND,1231,Karnataka,Maisur|Mysore,,State,State,
IND.17_1,IND,1232,Kerala,,,State,State,
IND.18_1,IND,1233,Lakshadweep,Íles Laquedives|Laccadive|Minicoy and Amindivi Islands|Laccadives|Lackadiverna|Lakkadiven|Lakkadi,,Union Territor,Union Territory,
IND.19_1,IND,1234,Madhya Pradesh,,,State,State,
IND.20_1,IND,1235,Maharashtra,,,State,State,
IND.21_1,IND,1236,Manipur,,,State,State,
IND.22_1,IND,1237,Meghalaya,,,State,State,
IND.23_1,IND,1238,Mizoram,,,State,State,
IND.24_1,IND,1239,Nagaland,,,State,State,
IND.25_1,IND,1240,NCT of Delhi,,,Union Territor,Union Territory,
IND.26_1,IND,1241,Odisha,,,State,State,
IND.27_1,IND,1242,Puducherry,Pondicherry|Puduchcheri|Pondichéry,,Union Territor,Union Territory,
IND.28_1,IND,1243,Punjab,,,State,State,
IND.29_1,IND,1244,Rajasthan,Greater Rajasthan|Rajputana,,State,State,
IND.30_1,IND,1245,Sikkim,,,State,State,
IND.31_1,IND,1246,Tamil Nadu,Madras|Tamilnad,,State,State,
IND.32_1,IND,1247,Telangana,,,State,State,
IND.33_1,IND,1248,Tripura,,,State,State,
IND.34_1,IND,1249,Uttar Pradesh,United Provinces,,State,State,
IND.35_1,IND,1250,Uttarakhand,Uttarakhand,,State,State,
IND.36_1,IND,1251,West Bengal,Bangla|Bengala Occidentale|Bengala Ocidental|Bengale occidental,,State,State,
IRL.1_1,IRL,1252,Carlow,Ceatharlach,,Administrative County,County,
IRL.2_1,IRL,1253,Cavan,An Cabhán,,Administrative County,County,
IRL.3_1,IRL,1254,Clare,An Clár,,Administrative County,County,
IRL.4_1,IRL,1255,Cork,Corcaigh,,Traditional County,County,
IRL.5_1,IRL,1256,Donegal,Dún na nGall|Tyrconnel,,Administrative County,County,
IRL.6_1,IRL,1257,Dublin,Baile Átha Cliath,,Administrative County,County,
IRL.7_1,IRL,1258,Galway,Gaillimh,,Traditional County,County,
IRL.8_1,IRL,1259,Kerry,Ciarraí,,Administrative County,County,
IRL.9_1,IRL,1260,Kildare,Cill Dara,,Administrative County,County,
IRL.10_1,IRL,1261,Kilkenny,Cill Chainnigh,,Administrative County,County,
IRL.11_1,IRL,1262,Laoighis,Laois|Leix|Queens,,Administrative County,County,
IRL.12_1,IRL,1263,Leitrim,Liatroim,,Administrative County,County,
IRL.13_1,IRL,1264,Limerick,Luimneach,,Traditional County,County,
IRL.14_1,IRL,1265,Longford,An Longfort,,Administrative County,County,
IRL.15_1,IRL,1266,Louth,Lú,,Administrative County,County,
IRL.16_1,IRL,1267,Mayo,Maigh Eo,,Administrative County,County,
IRL.17_1,IRL,1268,Meath,An Mhí,,Administrative County,County,
IRL.18_1,IRL,1269,Monaghan,Muineachán,,Administrative County,County,
IRL.19_1,IRL,1270,Offaly,Uíbh Fhailí|Kings,,Administrative County,County,
IRL.20_1,IRL,1271,Roscommon,Ros Comáin,,Administrative County,County,
IRL.21_1,IRL,1272,Sligo,Sligeach,,Administrative County,County,
IRL.22_1,IRL,1273,Tipperary,Tiobraid Árann,,Administrative County,County,
IRL.23_1,IRL,1274,Waterford,Port Láirge,,Traditional County,County,
IRL.24_1,IRL,1275,Westmeath,An Iarmhí,,Administrative County,County,
IRL.25_1,IRL,1276,Wexford,Loch Garman,,Administrative County,County,
IRL.26_1,IRL,1277,Wicklow,Cill Mhantáin,,Administrative County,County,
IRN.1_1,IRN,1278,Alborz,,استان البرز,Ostan,Province,
