GID,iso3,ID,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1
BTN.2_1,BTN,374,Chhukha, ,ཆུ་ཁ་རྫོང་ཁག,Dzongkhag,District,
BTN.3_1,BTN,375,Dagana,Daga,དར་དཀར་ན་རྫོང་ཁག,Dzongkhag,District,
BTN.4_1,BTN,376,Gasa, ,མགར་ས་རྫོང་ཁག,Dzongkhag,District,
BTN.5_1,BTN,377,Haa,Ha,ཧཱ,Dzongkhag,District,
BTN.6_1,BTN,378,Lhuentse,Lhuntshi,ལྷུན་རྩེ་རྫོང་ཁག,Dzongkhag,District,
BTN.7_1,BTN,379,Monggar,Mongar,མོང་སྒར་རྫོང་ཁག,Dzongkhag,District,
BTN.8_1,BTN,380,Paro, ,སྤ་རོ་རྫོང་ཁག,Dzongkhag,District,
BTN.9_1,BTN,381,Pemagatshel,Pemagatsel,པད་མ་དགའ་ཚལ་རྫོང,Dzongkhag,District,
BTN.10_1,BTN,382,Punakha, ,སྤུ་ན་ཁ་རྫོང་ཁག,Dzongkhag,District,
BTN.11_1,BTN,383,Samdrupjongkhar,Samdrup Jongkhar,བསམ་གྲུབ་ལྗོངས་མ,Dzongkhag,District,
BTN.12_1,BTN,384,Samtse,Samchi,བསམ་རྩེ་རྫོང་ཁག,Dzongkhag,District,
BTN.13_1,BTN,385,Sarpang,Geylegphug|Sarbhang,གསར་སྤང་རྫོང་ཁག་,Dzongkhag,District,
BTN.14_1,BTN,386,Thimphu,Tashi Chho Dzong,ཐིམ་ཕུ་རྫོང་ཁག,Dzongkhag,District,
BTN.15_1,BTN,387,Trashigang,Tashigang,བཀྲ་ཤིས་སྒང་རྫོང,Dzongkhag,District,
BTN.16_1,BTN,388,Trongsa,Tongsa,ཀྲོང་གསར་རྫོང་ཁག,Dzongkhag,District,
BTN.17_1,BTN,389,Tsirang,Chirang,རྩི་རང་རྫོང་ཁག,Dzongkhag,District,
BTN.18_1,BTN,390,Wangduephodrang,Wangdi Phodrang|Andguphodang|Wangdue,དབང་འདུས་ཕོ་བྲང་,Dzongkhag,District,
BTN.19_1,BTN,391,Yangtse,Tashi Yangtse,བཀྲ་ཤིས་གྱང་ཙེ་ར,Dzongkhag,District,
BTN.20_1,BTN,392,Zhemgang,Shemgang,གཞམས་སྒང་རྫོང་ཁག,Dzongkhag,District,
BWA.1_1,BWA,393,Central,Centre|Ngwato|Serowe-Palapye,,District,District,
BWA.2_1,BWA,394,Chobe,,,District,District,
BWA.3_1,BWA,395,Francistown,,,City,City,
BWA.4_1,BWA,396,Gaborone,,,City,City,
BWA.5_1,BWA,397,Ghanzi,Ghantsi,,District,District,
BWA.6_1,BWA,398,Jwaneng,,,Town,Town,
BWA.7_1,BWA,399,Kgalagadi,,,District,District,
BWA.8_1,BWA,400,Kgatleng,,,District,District,
BWA.9_1,BWA,401,Kweneng,,,District,District,
BWA.10_1,BWA,402,Lobatse,,,Town,Town,
BWA.11_1,BWA,403,North-East,North East|Bokone-Botlhaba,,District,District,
BWA.12_1,BWA,404,North-West,North West|Bokone-Bophirima,,District,District,
BWA.13_1,BWA,405,Selibe Phikwe,,,Town,Town,
BWA.14_1,BWA,406,South-East,Borwa-Botlhaba,,District,District,
BWA.15_1,BWA,407,Southern,Borwa|Ngwakets|Ngwaketse,,District,District,
BWA.16_1,BWA,408,Sowa,,,Town,Town,
CAF.1_1,CAF,409,Bamingui-Bangoran,Bamingui-Bangora|N'Délé|Ndélé,,Préfecture,Prefecture,
CAF.2_1,CAF,410,Bangui,,,Commune Autonome,Autonomous Commune,
CAF.3_1,CAF,411,Basse-Kotto,,,Préfecture,Prefecture,
CAF.4_1,CAF,412,Haut-Mbomou,Haut-M'bomou|Obo-Zemio,,Préfecture,Prefecture,
CAF.5_1,CAF,413,Haute-Kotto,,,Préfecture,Prefecture,
CAF.6_1,CAF,414,Kémo,Kémo-Gribingui|Kémo-Ibingui,,Préfecture,Prefecture,
CAF.7_1,CAF,415,Lobaye,,,Préfecture,Prefecture,
CAF.8_1,CAF,416,Mambéré-Kadéï,Haute-Sangha|Mambéré Kadéi,,Préfecture,Prefecture,
CAF.9_1,CAF,417,Mbomou,M'Bomou,,Préfecture,Prefecture,
CAF.10_1,CAF,418,Nana-Grébizi,Nana-Gribingui|Gribingui|Gribingui-Économique|Ibingui|Nana Gribizi,,Préfecture,Economic Prefecture,
CAF.11_1,CAF,419,Nana-Mambéré,Bouar-Baboua|Buar-Baboua|Nana Nambéré,,Préfecture,Prefecture,
CAF.12_1,CAF,420,Ombella-M'Poko,Ombella-Mpoko|Ombella-Mpoko|Ombelle Mpoko,,Préfecture,Prefecture,
CAF.13_1,CAF,421,Ouaka,,,Préfecture,Prefecture,
CAF.15_1,CAF,422,Ouham,,,Préfecture,Prefecture,
CAF.14_1,CAF,423,Ouham-Pendé,,,Préfecture,Prefecture,
CAF.16_1,CAF,424,Sangha-Mbaéré,Sangha|Sangha-Économique|Sangha M'baéré,,Préfecture,Economic Prefecture,
CAF.17_1,CAF,425,Vakaga,Birao,,Préfecture,Prefecture,
CAN.1_1,CAN,426,Alberta,,,Province,Province,48
CAN.2_1,CAN,427,British Columbia,Colombie britannique|New Caledonia,,Province,Province,59
CAN.3_1,CAN,428,Manitoba,,,Province,Province,46
CAN.4_1,CAN,429,New Brunswick,Nouveau-Brunswick|Acadia,,Province,Province,13
CAN.5_1,CAN,430,Newfoundland and Labrador,Newfoundland|Terre-Neuve|Terre-Neuve-et-Labrador,,Province,Province,10
CAN.6_1,CAN,431,Northwest Territories,Territoires du Nord-Ouest,,Territoire,Territory,61
CAN.7_1,CAN,432,Nova Scotia,Acadia|Nouvelle-Écosse,,Province,Province,12
CAN.8_1,CAN,433,Nunavut,,,Territoire,Territory,62
CAN.9_1,CAN,434,Ontario,Upper Canada,,Province,Province,35
CAN.10_1,CAN,435,Prince Edward Island,Île de Saint-Jean|Île du Prince-Édouard,,Province,Province,11
CAN.11_1,CAN,436,Québec,Lower Canada,,Province,Province,24
CAN.12_1,CAN,437,Saskatchewan,,,Province,Province,47
CAN.13_1,CAN,438,Yukon,Yukon Territory|Territoire du Yukon|Yukon|Yuk¢n,,Territoire,Territory,60
CHE.1_1,CHE,439,Aargau,Argovia|Arg¢via|Argovie,,Canton|Kanton|Chantun,Canton,
CHE.2_1,CHE,440,Appenzell Ausserrhoden,Appenzell Ausser-Rhoden|Appenzell Outer Rhodes|Appenzell dadens|Appenzell Rhodes Extérieures|Appenzello Esterno,,Canton|Kanton|Chantun,Canton,
CHE.3_1,CHE,441,Appenzell Innerrhoden,Appenzell Inner-Rhoden|Appenzell Inner Rhodes|Appenzell dador|Appenzell Rhodes Intérieures|Appenzello Interno,,Canton|Kanton|Chantun,Canton,
CHE.4_1,CHE,442,Basel-Landschaft,Bâle-Campagne|Basel-Country|Baselland|Basel-Land|Basilea campagna|Basilea Campaña|Basilea-Champagna,,Canton|Kanton|Chantun,Canton,
CHE.5_1,CHE,443,Basel-Stadt,Bâle-Ville|Basel-City|Basel-Town|Basilea-Citad|Basilea Ciudad|Basilea città|Basiléia cidade,,Canton|Kanton|Chantun,Canton,
CHE.6_1,CHE,444,Bern,Berna|Berne,,Canton|Kanton|Chantun,Canton,
CHE.7_1,CHE,445,Fribourg,Freiburg|Friburg|Friburgo,,Canton|Kanton|Chantun,Canton,
CHE.8_1,CHE,446,Genève,Cenevre|Genebra|Geneve|Geneva|Genevra|Genf|Ginebra|Ginevra,,Canton|Kanton|Chantun,Canton,
CHE.9_1,CHE,447,Glarus,Glaris|Glarona|Glaruna,,Canton|Kanton|Chantun,Canton,
CHE.10_1,CHE,448,Graubünden,Graubünden|Grigioni|Grischun|Grisons,,Canton|Kanton|Chantun,Canton,
CHE.11_1,CHE,449,Jura,Giura,,Canton|Kanton|Chantun,Canton,
CHE.12_1,CHE,450,Lucerne,Lucerna|Luzern,,Canton|Kanton|Chantun,Canton,
CHE.13_1,CHE,451,Neuchâtel,Neuenburg,,Canton|Kanton|Chantun,Canton,
CHE.14_1,CHE,452,Nidwalden,Nidvaldo|Nidwald|Unterwalden-le-Bas|Nidwaldo,,Canton|Kanton|Chantun,Canton,
CHE.15_1,CHE,453,Obwalden,Obvaldo|Obwald|Unterwalden-le-Haut|Obwaldo|Sursilvania,,Canton|Kanton|Chantun,Canton,
CHE.16_1,CHE,454,Sankt Gallen,Saint-Gall|San Gallo|Son Gagl,,Canton|Kanton|Chantun,Canton,
CHE.17_1,CHE,455,Schaffhausen,Schaffhouse|Schaffusa|Sciaffusa,,Canton|Kanton|Chantun,Canton,
CHE.18_1,CHE,456,Schwyz,,,Canton|Kanton|Chantun,Canton,
CHE.19_1,CHE,457,Solothurn,Soletta|Soleure|Soleuro|Soloturn,,Canton|Kanton|Chantun,Canton,
CHE.20_1,CHE,458,Thurgau,Thurgovie|Turgovia|Turg¢via,,Canton|Kanton|Chantun,Canton,
CHE.21_1,CHE,459,Ticino,Tesino|Tessin,,Canton|Kanton|Chantun,Canton,
CHE.22_1,CHE,460,Uri,,,Canton|Kanton|Chantun,Canton,
CHE.23_1,CHE,461,Valais,Vallais|Vallese|Wallis,,Canton|Kanton|Chantun,Canton,
CHE.24_1,CHE,462,Vaud,Vad|Waadt|Waadtland,,Canton|Kanton|Chantun,Canton,
CHE.25_1,CHE,463,Zug,Zoug|Zugo,,Canton|Kanton|Chantun,Canton,
CHE.26_1,CHE,464,Zürich,Turitg|Zurigo|Zürih|Zurique,,Canton|Kanton|Chantun,Canton,
CHL.1_1,CHL,465,Aisén del General Carlos Ibáñez del Campo,Aisén|Aysén|Aysén del General Carlos Ibáñez del Campo,,Región,Region,XI
CHL.2_1,CHL,466,Antofagasta,,,Región,Region,II
CHL.3_1,CHL,467,Araucanía,Araucanie|La Araucanía,,Región,Region,IX
CHL.4_1,CHL,468,Arica y Parinacota,,,Región,Region,XV
CHL.5_1,CHL,469,Atacama,,,Región,Region,III
CHL.6_1,CHL,470,Bío-Bío,Bíobío,,Región,Region,VIII
CHL.7_1,CHL,471,Coquimbo,,,Región,Region,IV
CHL.8_1,CHL,472,Libertador General Bernardo O'Higgins,Libertador,,Región,Region,VI
CHL.9_1,CHL,473,Los Lagos,Os Lagos,,Región,Region,X
CHL.10_1,CHL,474,Los Ríos,,,Región,Region,XIV
CHL.11_1,CHL,475,Magallanes y Antártica Chilena,Magalhães|Magellan et Antarctique Chilienne|Región de Magallanes y de la Antártica Chilena,,Región,Region,XII
CHL.12_1,CHL,476,Maule,,,Región,Region,VII
CHL.13_1,CHL,477,Ñuble,,,Región,Region,XVI
CHL.14_1,CHL,478,Región Metropolitana de Santiago,Región Metropolitana|Région Metropolitaine de Santiago|Región Metropolitana|RM,,Región,Region,RM
CHL.15_1,CHL,479,Tarapacá,,,Región,Region,I
CHL.16_1,CHL,480,Valparaíso,Aconcagua,,Región,Region,V
CHN.1_1,CHN,481,Anhui,Ānhuī,安徽|安徽,Shěng,Province,
CHN.2_1,CHN,482,Beijing,Běijīng,北京|北京,Zhíxiáshì,Municipality,
CHN.3_1,CHN,483,Chongqing,Chóngqìng,重慶|重庆,Zhíxiáshì,Municipality,
CHN.4_1,CHN,484,Fujian,Fújiàn,福建,Shěng,Province,
CHN.5_1,CHN,485,Gansu,Gānsù,甘肅|甘肃,Shěng,Province,
CHN.6_1,CHN,486,Guangdong,Guǎngdōng,廣東|广东,Shěng,Province,
CHN.7_1,CHN,487,Guangxi,Guǎngxī Zhuàngzú,廣西壯族自治區|广西壮族自治区,Zìzhìqu,Autonomous Region,
CHN.8_1,CHN,488,Guizhou,Gùizhōu,貴州|贵州,Shěng,Province,
CHN.9_1,CHN,489,Hainan,Hǎinán,海南,Shěng,Province,
CHN.10_1,CHN,490,Hebei,Héběi,河北,Shěng,Province,
CHN.11_1,CHN,491,Heilongjiang,Hēilóngjiāng,黑龙江省|黑龍江省,Shěng,Province,
CHN.12_1,CHN,492,Henan,Hénán,河南,Shěng,Province,
CHN.13_1,CHN,493,Hubei,Húběi,湖北,Shěng,Province,
CHN.14_1,CHN,494,Hunan,Húnán,湖南,Shěng,Province,
CHN.15_1,CHN,495,Jiangsu,Jiāngsū,江蘇|江苏,Shěng,Province,
CHN.16_1,CHN,496,Jiangxi,Jiāngxī,江西,Shěng,Province,
CHN.17_1,CHN,497,Jilin,Jílín,吉林,Shěng,Province,
CHN.18_1,CHN,498,Liaoning,Liáoníng,遼寧|辽宁,Shěng,Province,
CHN.19_1,CHN,499,Nei Mongol,Inner Mongol|Nèiměnggǔ,內蒙古自治區|内蒙古自治区,Zìzhìqu,Autonomous Region,
CHN.20_1,CHN,500,Ningxia Hui,Níngxià Húizú,寧夏回族自治區|宁夏回族自治区,Zìzhìqu,Autonomous Region,
CHN.21_1,CHN,501,Qinghai,Qīnghǎi,青海,Shěng,Province,
CHN.22_1,CHN,502,Shaanxi,Shǎnxī,陝西|陕西,Shěng,Province,
CHN.23_1,CHN,503,Shandong,Shāndōng,山東|山东,Shěng,Province,
CHN.24_1,CHN,504,Shanghai,Shànghǎi,上海|上海,Zhíxiáshì,Municipality,
CHN.25_1,CHN,505,Shanxi,Shānxī,山西,Shěng,Province,
CHN.26_1,CHN,506,Sichuan,Sìchuān,四川,Shěng,Province,
CHN.27_1,CHN,507,Tianjin,Tiānjīn,天津|天津,Zhíxiáshì,Municipality,
CHN.28_1,CHN,508,Xinjiang Uygur,Xīnjiāng Wéiwúěr,新疆維吾爾自治區|新疆维吾尔自治区,Zìzhìqu,Autonomous Region,
CHN.29_1,CHN,509,Xizang,Tibet|Xīzàng,西藏自治區|西藏自治区,Zìzhìqu,Autonomous Region,
CHN.30_1,CHN,510,Yunnan,Yúnnán,雲南|云南,Shěng,Province,
CHN.31_1,CHN,511,Zhejiang,Zhèjiāng,浙江,Shěng,Province,
CIV.1_1,CIV,512,Abidjan,,,District autonome,Autonomous district,
CIV.2_1,CIV,513,Bas-Sassandra,,,District,District,
CIV.3_1,CIV,514,Comoé,,,District,District,
CIV.4_1,CIV,515,Denguélé,,,District,District,
CIV.5_1,CIV,516,Gôh-Djiboua,,,District,District,
CIV.6_1,CIV,517,Lacs,,,District,District,
CIV.7_1,CIV,518,Lagunes,,,District,District,
CIV.8_1,CIV,519,Montagnes,,,District,District,
CIV.9_1,CIV,520,Sassandra-Marahoué,,,District,District,
CIV.10_1,CIV,521,Savanes,,,District,District,
CIV.11_1,CIV,522,Vallée du Bandama,,,District,District,
CIV.12_1,CIV,523,Woroba,,,District,District,
CIV.13_1,CIV,524,Yamoussoukro,,,District autonome,Autonomous district,
CIV.14_1,CIV,525,Zanzan,,,District,District,
CMR.1_1,CMR,526,Adamaoua,Adamoua|Adamaua|Adamawa,,Région,Region,
CMR.2_1,CMR,527,Centre,Central,,Région,Region,
CMR.3_1,CMR,528,Est,East,,Région,Region,
CMR.4_1,CMR,529,Extrême-Nord,Extreme-North,,Région,Region,
CMR.5_1,CMR,530,Littoral,Litoral,,Région,Region,
CMR.7_1,CMR,531,Nord,North,,Région,Region,
CMR.6_1,CMR,532,Nord-Ouest,North-West,,Région,Region,
CMR.8_1,CMR,533,Ouest,West,,Région,Region,
CMR.10_1,CMR,534,Sud,South,,Région,Region,
CMR.9_1,CMR,535,Sud-Ouest,South-West,,Région,Region,
COD.1_1,COD,536,Bas-Uélé,,,Province,Province,
COD.2_1,COD,537,Équateur,,,Province,Province,
COD.3_1,COD,538,Haut-Katanga,,,Province,Province,
COD.4_1,COD,539,Haut-Lomami,,,Province,Province,
COD.5_1,COD,540,Haut-Uélé,,,Province,Province,
COD.6_1,COD,541,Ituri,,,Province,Province,
COD.9_1,COD,542,Kasaï,,,Province,Province,
COD.7_1,COD,543,Kasaï-Central,,,Province,Province,
COD.8_1,COD,544,Kasaï-Oriental,,,Province,Province,
COD.10_1,COD,545,Kinshasa,,,Province,Province,
COD.11_1,COD,546,Kongo-Central,,,Province,Province,
COD.12_1,COD,547,Kwango,,,Province,Province,
COD.13_1,COD,548,Kwilu,,,Province,Province,
COD.14_1,COD,549,Lomami,,,Province,Province,
COD.15_1,COD,550,Lualaba,,,Province,Province,
COD.16_1,COD,551,Maï-Ndombe,,,Province,Province,
COD.17_1,COD,552,Maniema,,,Province,Province,
COD.18_1,COD,553,Mongala,,,Province,Province,
COD.19_1,COD,554,Nord-Kivu,,,Province,Province,
COD.20_1,COD,555,Nord-Ubangi,,,Province,Province,
COD.21_1,COD,556,Sankuru,,,Province,Province,
COD.22_1,COD,557,Sud-Kivu,,,Province,Province,
COD.23_1,COD,558,Sud-Ubangi,,,Province,Province,
COD.24_1,COD,559,Tanganyika,,,Province,Province,
COD.25_1,COD,560,Tshopo,,,Province,Province,
COD.26_1,COD,561,Tshuapa,,,Province,Province,
COG.1_1,COG,562,Bouenza,,,Région,Region,
COG.2_1,COG,563,Brazzaville,,,Région,Region,
COG.4_1,COG,564,Cuvette,,,Région,Region,
COG.3_1,COG,565,Cuvette-Ouest,,,Région,Region,
COG.5_1,COG,566,Kouilou,,,Région,Region,
COG.6_1,COG,567,Lékoumou,,,Région,Region,
COG.7_1,COG,568,Likouala,,,Région,Region,
COG.8_1,COG,569,Niari,,,Région,Region,
COG.9_1,COG,570,Plateaux,,,Région,Region,
COG.10_1,COG,571,Pointe Noire,,,Région,Region,
COG.11_1,COG,572,Pool,,,Région,Region,
COG.12_1,COG,573,Sangha,,,Région,Region,
COL.1_1,COL,574,Amazonas,,,Comisaría,Commissiary,
COL.2_1,COL,575,Antioquia,,,Departamento,Department,
COL.3_1,COL,576,Arauca,,,Intendencia,Intendancy,
COL.4_1,COL,577,Atlántico,,,Departamento,Department,
COL.5_1,COL,578,Bolívar,,,Departamento,Department,
COL.6_1,COL,579,Boyacá,,,Departamento,Department,
COL.7_1,COL,580,Caldas,,,Departamento,Department,
COL.8_1,COL,581,Caquetá,,,Intendencia,Intendancy,
COL.9_1,COL,582,Casanare,,,Intendencia,Intendancy,
COL.10_1,COL,583,Cauca,,,Departamento,Department,
COL.11_1,COL,584,Cesar,El Cesar,,Departamento,Department,
COL.12_1,COL,585,Chocó,,,Departamento,Department,
COL.13_1,COL,586,Córdoba,,,Departamento,Department,
COL.14_1,COL,587,Cundinamarca,,,Departamento,Department,
COL.15_1,COL,588,Guainía,Guania,,Comisaría,Commissiary,
COL.16_1,COL,589,Guaviare,,,Comisaría,Commissiary,
COL.17_1,COL,590,Huila,,,Departamento,Department,
COL.18_1,COL,591,La Guajira,Guajira|Goagira|La Goajira,,Departamento,Department,
COL.19_1,COL,592,Magdalena,La Magdalena,,Departamento,Department,
COL.20_1,COL,593,Meta,,,Departamento,Department,
COL.21_1,COL,594,Nariño,,,Departamento,Department,
COL.22_1,COL,595,Norte de Santander,Santander del Norte,,Departamento,Department,
COL.23_1,COL,596,Putumayo,,,Intendencia,Intendancy,
COL.24_1,COL,597,Quindío,,,Departamento,Department,
COL.25_1,COL,598,Risaralda,,,Departamento,Department,
COL.26_1,COL,599,San Andrés y Providencia,Saint Andrew and Providence,,Departamento,Department,
COL.27_1,COL,600,Santander,,,Departamento,Department,
COL.28_1,COL,601,Sucre,,,Departamento,Department,
COL.29_1,COL,602,Tolima,,,Departamento,Department,
COL.30_1,COL,603,Valle del Cauca,Valle,,Departamento,Department,
COL.31_1,COL,604,Vaupés,,,Comisaría,Commissiary,
COL.32_1,COL,605,Vichada,,,Comisaría,Commissiary,
COM.1_1,COM,606,Mwali,Mohéli,,Autonomous Island,Autonomous Island,
COM.2_1,COM,607,Njazídja,Grande Comore,,Autonomous Island,Autonomous Island,
COM.3_1,COM,608,Nzwani,Anjouan,,Autonomous Island,Autonomous Island,
CPV.1_1,CPV,609,Boa Vista,,,Concelho,County,
CPV.2_1,CPV,610,Brava,,,Concelho,County,
CPV.3_1,CPV,611,Maio,,,Concelho,County,
CPV.4_1,CPV,612,Mosteiros,,,Concelho,County,
CPV.5_1,CPV,613,Paúl,,,Concelho,County,
CPV.6_1,CPV,614,Porto Novo,,,Concelho,County,
CPV.7_1,CPV,615,Praia,,,Concelho,County,
CPV.8_1,CPV,616,Ribeira Brava,,,Concelho,County,
CPV.9_1,CPV,617,Ribeira Grande,Ribeira Grande de Santo Antão,,Concelho,County,
CPV.10_1,CPV,618,Ribeira Grande de Santiago,,,Concelho,County,
CPV.11_1,CPV,619,Sal,,,Concelho,County,
CPV.12_1,CPV,620,Santa Catarina,,,Concelho,County,
CPV.13_1,CPV,621,Santa Catarina do Fogo ,,,Concelho,County,
CPV.14_1,CPV,622,Santa Cruz,,,Concelho,County,
CPV.15_1,CPV,623,São Domingos,,,Concelho,County,
CPV.16_1,CPV,624,São Filipe,,,Concelho,County,
CPV.17_1,CPV,625,São Lourenço dos Órgãos,,,Concelho,County,
CPV.18_1,CPV,626,São Miguel,Calheta de São Miguel,,Concelho,County,
CPV.19_1,CPV,627,São Salvador do Mundo,,,Concelho,County,
CPV.20_1,CPV,628,São Vicente,,,Concelho,County,
CPV.21_1,CPV,629,Tarrafal,,,Concelho,County,
CPV.22_1,CPV,630,Tarrafal de São Nicolau,,,Concelho,County,
CRI.1_1,CRI,631,Alajuela,,,Provincia,Province,
CRI.2_1,CRI,632,Cartago,,,Provincia,Province,
CRI.3_1,CRI,633,Guanacaste,,,Provincia,Province,
CRI.4_1,CRI,634,Heredia,,,Provincia,Province,
CRI.5_1,CRI,635,Limón,Puerto Lim¢n,,Provincia,Province,
CRI.6_1,CRI,636,Puntarenas,,,Provincia,Province,
CRI.7_1,CRI,637,San José,,,Provincia,Province,
CUB.1_1,CUB,638,Camagüey,Puerto Principe,,Provincia,Province,
CUB.2_1,CUB,639,Ciego de Ávila,,,Provincia,Province,
CUB.3_1,CUB,640,Cienfuegos,,,Provincia,Province,
CUB.4_1,CUB,641,Ciudad de la Habana,,,Provincia,Province,
CUB.5_1,CUB,642,Granma,,,Provincia,Province,
CUB.6_1,CUB,643,Guantánamo,,,Provincia,Province,
CUB.7_1,CUB,644,Holguín,,,Provincia,Province,
CUB.8_1,CUB,645,Isla de la Juventud,Puerto Principe,,Provincia,Province,
CUB.9_1,CUB,646,La Habana,,,Provincia,Province,
CUB.10_1,CUB,647,Las Tunas,,,Provincia,Province,
CUB.11_1,CUB,648,Matanzas,,,Provincia,Province,
CUB.12_1,CUB,649,Mayabeque,,,Provincia,Province,
CUB.13_1,CUB,650,Pinar del Río,,,Provincia,Province,
CUB.14_1,CUB,651,Sancti Spíritus,,,Provincia,Province,
CUB.15_1,CUB,652,Santiago de Cuba,,,Provincia,Province,
CUB.16_1,CUB,653,Villa Clara,,,Provincia,Province,
CYM.1_1,CYM,654,Bodden Town,,,District,District,
CYM.2_1,CYM,655,Cayman Brac,,,District,District,
CYM.3_1,CYM,656,East End,,,District,District,
CYM.4_1,CYM,657,George Town,,,District,District,
CYM.5_1,CYM,658,Little Cayman,,,District,District,
CYM.6_1,CYM,659,North Side,,,District,District,
CYM.7_1,CYM,660,West Bay,,,District,District,
CYP.1_1,CYP,661,Famagusta,Famgusta|Ammochostos|Famagosta|Famagouste|Gazimagosa|Gazimagusa|Magusa|Gazimağusa,Αμμόχωστος,Eπαρχίες|Eparchies,District,
CYP.2_1,CYP,662,Larnaca,Lárnaka|Larnaka|İskele,Λάρνακα,Eπαρχίες|Eparchies,District,
CYP.3_1,CYP,663,Limassol,Limasol|Leymosun,Λεμεσός,Eπαρχίες|Eparchies,District,
CYP.4_1,CYP,664,Nicosia,Lefkosía|Levkosía|Lefkosa|Nicosie|Nikosia|Lefkoşa,Λευκωσία,Eπαρχίες|Eparchies,District,
CYP.5_1,CYP,665,Paphos,Baf|Pafos|Gazibaf,Πάφος,Eπαρχίες|Eparchies,District,
CZE.1_1,CZE,666,Jihočeský,Budweis|Budejovický|Ceskobudejovický|South Bohemian,,Kraj,Region,
CZE.2_1,CZE,667,Jihomoravský,Brünn|Jihomoravský Brnenský|South Moravian,,Kraj,Region,
CZE.3_1,CZE,668,Karlovarský,Carlsbad| Karlovy Vary,,Kraj,Region,
CZE.4_1,CZE,669,Kraj Vysočina,Iglau|Jihlavský|Vysocina|Vysočina,,Kraj,Region,
CZE.5_1,CZE,670,Královéhradecký,Königsgrätz| Hradec Králové,,Kraj,Region,
CZE.6_1,CZE,671,Liberecký,Reichenberg| Liberec,,Kraj,Region,
CZE.7_1,CZE,672,Moravskoslezský,Mährisch-Ostrau|Mähren|Morava|Moravie|Mor via|Moravskoslezský|Ostravský| Moravian-Silesian,,Kraj,Region,
CZE.8_1,CZE,673,Olomoucký,Olmütz|Olomouc,,Kraj,Region,
CZE.9_1,CZE,674,Pardubický,Pardubitz|Pardubice,,Kraj,Region,
CZE.10_1,CZE,675,Plzeňský,Pilsen|Plzeň,,Kraj,Region,
CZE.11_1,CZE,676,Prague,Prag |Hlavní město Praha,,Kraj,Region,
CZE.12_1,CZE,677,Středočeský,Central Bohemian,,Kraj,Region,
CZE.13_1,CZE,678,Ústecký,Aussig an der Elbe|Aussig|Ústí nad Labem,,Kraj,Region,
CZE.14_1,CZE,679,Zlínský,Gottwaldov|Zlín,,Kraj,Region,
DEU.1_1,DEU,680,Baden-Württemberg,,,Land,State,8
DEU.2_1,DEU,681,Bayern,Bavaria,,Freistaat,,9
DEU.3_1,DEU,682,Berlin,,,Land,State,11
DEU.4_1,DEU,683,Brandenburg,,,Land,State,12
DEU.5_1,DEU,684,Bremen,,,Freie Hansestadt,State,4
DEU.6_1,DEU,685,Hamburg,,,Freie und Hansestadt,State,2
DEU.7_1,DEU,686,Hessen,Hesse,,Land,State,6
DEU.8_1,DEU,687,Mecklenburg-Vorpommern,Mecklenburg-West Pomerania,,Land,State,13
DEU.9_1,DEU,688,Niedersachsen,Lower Saxony,,Land,State,3
DEU.10_1,DEU,689,Nordrhein-Westfalen,North Rhine-Westphalia,,Land,State,5
DEU.11_1,DEU,690,Rheinland-Pfalz,Rhineland-Palatinate,,Land,State,7
DEU.12_1,DEU,691,Saarland,,,Land,State,10
DEU.14_1,DEU,692,Sachsen,Saxony,,Freistaat,State,14
DEU.13_1,DEU,693,Sachsen-Anhalt,Saxony-Anhalt,,Land,State,15
DEU.15_1,DEU,694,Schleswig-Holstein,,,Land,State,1
DEU.16_1,DEU,695,Thüringen,Thuringia,,Freistaat,State,16
DJI.1_1,DJI,696,Ali Sabieh,`Ali Sabîh,,Region,Region,
DJI.2_1,DJI,697,Dikhil,Dikkil,,Region,Region,
DJI.3_1,DJI,698,Djibouti,,,City,City,
DJI.4_1,DJI,699,Obock,,,Region,Region,
DJI.5_1,DJI,700,Tadjourah,Tadjoura,,Region,Region,
DMA.1_1,DMA,701,Saint Andrew,,,Parish,Parish,
DMA.2_1,DMA,702,Saint David,,,Parish,Parish,
DMA.3_1,DMA,703,Saint George,,,Parish,Parish,
DMA.4_1,DMA,704,Saint John,,,Parish,Parish,
DMA.5_1,DMA,705,Saint Joseph,,,Parish,Parish,
DMA.6_1,DMA,706,Saint Luke,,,Parish,Parish,
DMA.7_1,DMA,707,Saint Mark,,,Parish,Parish,
DMA.8_1,DMA,708,Saint Patrick,,,Parish,Parish,
DMA.9_1,DMA,709,Saint Paul,,,Parish,Parish,
DMA.10_1,DMA,710,Saint Peter,,,Parish,Parish,
DNK.1_1,DNK,711,Hovedstaden,Capital,,Region,Region,
DNK.2_1,DNK,712,Midtjylland,Central Jutland,,Region,Region,
DNK.3_1,DNK,713,Nordjylland,North Jutland,,Region,Region,
DNK.4_1,DNK,714,Sjælland,Zealand,,Region,Region,
DNK.5_1,DNK,715,Syddanmark,South Denmark,,Region,Region,
DOM.1_1,DOM,716,Azua,,,Provincia,Province,
DOM.2_1,DOM,717,Bahoruco,Baoruco,,Provincia,Province,
DOM.3_1,DOM,718,Barahona,,,Provincia,Province,
