gid,iso,subarea,hdi,population,fraction_urban_pop,fraction_pop_under5,sheddingRate_virus,shedding_duration_virus,incidence_urban_under5_virus,incidence_urban_5plus_virus,incidence_rural_under5_virus,incidence_rural_5plus_virus,sheddingRate_protozoa,shedding_duration_protozoa,incidence_urban_under5_protozoa,incidence_urban_5plus_protozoa,incidence_rural_under5_protozoa,incidence_rural_5plus_protozoa,flushSewer_urb,flushSeptic_urb,flushPit_urb,flushOpen_urb,flushUnknown_urb,pitSlab_urb,pitNoSlab_urb,compostingToilet_urb,bucketLatrine_urb,containerBased_urb,hangingToilet_urb,openDefecation_urb,other_urb,coverBury_urb,sewageTreated_urb,fecalSludgeTreated_urb,isWatertight_urb,hasLeach_urb,emptyFrequency_urb,pitAdditive_urb,urine_urb,twinPits_urb,onsiteDumpedland_urb,flushSewer_rur,flushSeptic_rur,flushPit_rur,flushOpen_rur,flushUnknown_rur,pitSlab_rur,pitNoSlab_rur,compostingToilet_rur,bucketLatrine_rur,containerBased_rur,hangingToilet_rur,openDefecation_rur,other_rur,coverBury_rur,sewageTreated_rur,fecalSludgeTreated_rur,isWatertight_rur,hasLeach_rur,emptyFrequency_rur,pitAdditive_rur,urine_rur,twinPits_rur,onsiteDumpedland_rur,FractionPrimarytreatment,FractionSecondarytreatment,FractionTertiarytreatment,FractionPonds,fRemoval_treatment_virus,fRemoval_treatment_protozoa,fEmitted_inEffluent_after_treatment_virus,fEmitted_inEffluent_after_treatment_protozoa,notes1,notes2,notes3
NER,NER,Niger,0.377,22311375,0.164252181,0.197775271,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.032,0.106,0.095,0.029,0.001,0.541,0.083,0,0.001,NA,0.001,0.108,0.005,0.2256812,0.016395466,0,0,0,3,0,0,0,0.1,0,0.002,0.024,0.022,0.001,0.12,0.09,0,0,NA,0.001,0.734,0.007,0.0683896,0,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
NFK,NFK,Norfolk Island,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
NGA,NGA,Nigeria,0.534,195875237,0.503436792,0.164639871,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.146,0.356,0.13,0.0065,0.0005,0.2165,0.0525,0.002,0.0055,NA,0.013,0.0625,0.0075,0.2477168,0.049426399,0,0,0,3,0,0,0,0.1,0.042,0.059,0.056,0.003,0.001,0.26,0.26,0.0065,0.0005,NA,0.0205,0.2755,0.016,0.222005,0.017779179,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
NIC,NIC,Nicaragua,0.651,6284757,0.585223104,0.099167733,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.353,0.106,0,0.002,0,0.525,0,0,0,NA,0,0.014,0,0,0.097681239,0.2,0,0,3,0,0,0,0.1,0.003,0.023,0,0,0,0.798,0,0,0,NA,0,0.176,0,0.9,0.097130922,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
NIU,NIU,Niue,NA,1624,0.447660099,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.07,0.78,0.15,0,0,0,0,0,0,NA,0,0,0,0,0.22,0.2,0,0,3,0,0,0,0.1,0.07,0.78,0.15,0,0,0,0,0,0,NA,0,0,0,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
NLD,NLD,Netherlands,0.934,17084459,0.914900905,0.050125846,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.9747601,0,0,0,3,0,0,0,0.1,0.5,0,0,0,0,0,0,0,0,NA,0,0,0,0.0121576,0.9501405,0.0121546,0,0,3,0,0,0,0.1,0,0.02020202,0.97979798,NA,0.989191919,0.91959596,0.004424242,0.02,Error (check),,
NOR,NOR,Norway,0.954,5353363,0.822481121,0.055660308,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.849,0.144,0,0,0,0,0,0.001,0,NA,0,0,0.006,0,1,0.9,0,0,3,0,0,0,0.1,0.849,0.144,0,0,0,0,0,0.001,0,NA,0,0,0.006,0,1,0.9,0,0,3,0,0,0,0.1,0.25,0.025,0.725,NA,0.929,0.8145,0.06415,0.12125,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
NPL,NPL,Nepal,0.579,29624035,0.197396168,0.092898749,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.11,0.563,0.115,0.006,0.001,0.057,0.01,0.016,0,NA,0,0.121,0.001,0,0.05463341,0.2,0,0,3,0,0,0,0.1,0.002,0.475,0.17,0.002,0,0.107,0.01,0.014,0,NA,0,0.219,0,0.9,0.103615088,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
NRU,NRU,Nauru,NA,11312,1,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
NZL,NZL,New Zealand,0.921,4749598,0.865376396,0.062472303,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.866,0.134,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.9,0,0,3,0,0,0,0.1,0.866,0.134,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.9,0,0,3,0,0,0,0.1,0.075,0.35,0.575,NA,0.958,0.8815,0.0292375,0.050375,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
OMN,OMN,Oman,0.834,4829946,0.845393717,0.088838767,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1259494,0.9,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0150854,0.9,0,0,3,0,0,0,0.1,0,1,0,NA,0.95,0.9,0.025,0.02,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
PAK,PAK,Pakistan,0.56,200813818,0.366660177,0.126590416,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.582,0.185,0,0.202,0,0.012,0,0,0,NA,0,0.008,0.011,0,0.059122635,0.2,0,0,3,0,0,0,0.1,0.05,0.411,0,0.136,0,0.106,0,0,0,NA,0,0.206,0.091,0.9,0.163268967,0,0,0,3,0,0,0,0.1,0.739130435,0.260869565,0,NA,0.802173913,0.604347826,0.18576087,0.319347826,,,
PAN,PAN,Panama,0.795,4162618,0.677088553,0.090228026,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.574,0.348,0.032,0,0.001,0.042,0,0,0,NA,0,0.003,0,0,0.341418084,0.2,0,0,3,0,0,0,0.1,0.031,0.402,0.101,0.001,0.006,0.43,0,0.003,0,NA,0,0.025,0.001,0.9,0.352431571,0,0,0,3,0,0,0,0.1,0.848484848,0.151515152,0,NA,0.78030303,0.560606061,0.209545455,0.363636364,,,
PCN,PCN,Pitcairn Islands,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
PER,PER,Peru,0.759,32551815,0.779068694,0.085929826,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.871666667,0.019333333,0,0.009,0,0.042,0.028,0,0,NA,0,0.027,0.003,0.0229054,0.479610999,0.0146407,0,0,3,0,0,0,0.1,0.182666667,0.194666667,0,0.008,0,0.259,0.142333333,0,0,NA,0.000333333,0.21,0.002333333,0.9,0.106954815,0,0,0,3,0,0,0,0.1,0.804878049,0.195121951,0,NA,0.78902439,0.57804878,0.200060976,0.34597561,,,
PHL,PHL,Philippines,0.712,106512074,0.469073375,0.096881154,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.07,0.792,0.061,0.015,0,0.012,0.002,0,0,NA,0.012,0.028,0.006,0.5162762,0.028663457,0,0,0,3,0,0,0,0.1,0.024,0.599,0.159,0.015,0.001,0.053,0.028,0.006,0.004,NA,0.014,0.087,0.01,0.4829465,0.02095795,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
PLW,PLW,Palau,0.814,21964,0.799307958,NA,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.866,0,0,0,0.096,0.033,0,0,0,NA,0,0,0.005,0,0.403012782,0.9,0,0,3,0,0,0,0.1,0.866,0,0,0,0.096,0.033,0,0,0,NA,0,0,0.005,0,0.403012782,0.9,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
PNG,PNG,Papua New Guinea,0.543,8418346,0.131687151,0.123748816,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.233,0.246,0.004,0.049,0,0.137,0.277,0,0.003,NA,0.018,0.029,0.004,0,0.137067734,0.2,0,0,3,0,0,0,0.1,0.01,0.015,0.001,0.002,0,0.133,0.681,0,0.001,NA,0.03,0.108,0.02,0.9,0.0056958,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
POL,POL,Poland,0.872,38104832,0.600577349,0.049804045,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.986,0,0,0,0,0,0,0,0,NA,0,0,0.014,0,0.668662387,0.9,0,0,3,0,0,0,0.1,0.96,0,0,0,0,0,0,0,0,NA,0,0,0.04,0,0.668662387,0.9,0,0,3,0,0,0,0.1,0,0.230769231,0.769230769,NA,0.980769231,0.915384615,0.008846154,0.02,,,
PRI,PRI,Puerto Rico,NA,3659007,0.935783944,0.029463724,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,0,0,3,0,0,0,0.1,0.837209302,0.162790698,0,NA,0.78255814,0.565116279,0.207093023,0.359069767,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
PRK,PRK,North Korea,NA,25610672,0.618992582,0.067733641,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.672,0.064,0.019,0.001,0,0.162,0.083,0,0,NA,0,0,0,0.0105361,0.220327381,0.2,0,0,3,0,0,0,0.1,0.095,0.145,0.039,0.001,0,0.445,0.276,0,0,NA,0,0,0,0.0040879,0.047770307,0,0,0,3,0,0,0,0.1,0.684210526,0.315789474,0,NA,0.813157895,0.626315789,0.173815789,0.297105263,,,
PRT,PRT,Portugal,0.85,10291196,0.652110114,0.039292293,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.992,0,0,0,0,0,0,0,0,NA,0,0,0.008,0.0534031,0.8199307,0.0534031,0,0,3,0,0,0,0.1,0.984,0,0,0,0,0,0,0,0,NA,0,0,0.016,0,0.3098283,0.9,0,0,3,0,0,0,0.1,0.1,0.642857143,0.257142857,NA,0.940285714,0.865142857,0.04135,0.0605,,,
PRY,PRY,Paraguay,0.724,6896908,0.61584597,0.098294995,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.139,0.527,0.279,0.01,0,0.039,0,0,0,NA,0,0.006,0,0.4667753,0.073792625,0,0,0,3,0,0,0,0.1,0.008,0.308,0.327,0.001,0,0.342,0,0,0,NA,0,0.014,0,0.6624273,0,0,0,0,3,0,0,0,0.1,0.7,0.3,0,NA,0.81,0.62,0.17725,0.3035,,,
PSE,PSE,Palestina,0.69,5052776,0.761644688,0.135827582,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.553,0.105,0.332,0.002,0,0,0,0,0,NA,0,0.001,0.007,0.10073,0.472695106,0.0751033,0,0,3,0,0,0,0.1,0.553,0.105,0.332,0.002,0,0,0,0,0,NA,0,0.001,0.007,0.9,0.045413653,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
PYF,PYF,French Polynesia,NA,285859,0.618336313,0.071526215,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.173,0.801,0,0.026,0,0,0,0,0,NA,0,0,0,0,0.253063584,0.2,0,0,3,0,0,0,0.1,0.173,0.801,0,0.026,0,0,0,0,0,NA,0,0,0,0,0.253063584,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
QAT,QAT,Qatar,0.848,2694849,0.991352762,0.046913983,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.877,0.123,0,0,0,0,0,0,0,NA,0,0,0,0,0.54227393,0.9,0,0,3,0,0,0,0.1,0.877,0.123,0,0,0,0,0,0,0,NA,0,0,0,0,0.54227393,0.9,0,0,3,0,0,0,0.1,0.422535211,0.492957746,0.084507042,NA,0.868873239,0.732676056,0.115126761,0.191126761,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
REU,REU,Reunion,NA,883247,0.995643348,0.072420888,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.473,0.486,0.029,0,0,0.012,0,0,0,NA,0,0,0,0,0.22,0.2,0,0,3,0,0,0,0.1,0.473,0.486,0.029,0,0,0.012,0,0,0,NA,0,0,0,0,0.22,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
ROU,ROU,Romania,0.816,19580634,0.539977306,0.048841955,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.874,0,0,0,0,0,0,0,0,NA,0,0,0.126,0,0.410110764,0.9,0,0,3,0,0,0,0.1,0.41,0,0,0,0,0,0,0,0,NA,0,0,0.59,0,0.410110764,0.9,0,0,3,0,0,0,0.1,0.272727273,0.727272727,0,NA,0.895454545,0.790909091,0.084318182,0.130454545,,,
RUS,RUS,Russia,0.824,143964709,0.744327243,0.063533253,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.962,0,0,0,0,0,0,0,0,NA,0,0,0.038,0.0224127,0.5966687,0.0149962,0,0,3,0,0,0,0.1,0.46,0,0,0,0,0,0,0,0,NA,0,0,0.54,0.142033,0.3152648,0.0950332,0,0,3,0,0,0,0.1,0.416666667,0.5,0.083333333,NA,0.87,0.735,0.113875,0.18875,,,
RWA,RWA,Rwanda,0.536,12501156,0.172108643,0.145543127,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.073,0.016,0.018,0.006,0.001,0.756,0.114,0.002,0,NA,0,0.011,0.003,0,0.038519157,0.2,0,0,3,0,0,0,0.1,0.002,0,0.001,0.002,0,0.683,0.271,0.007,0,NA,0,0.034,0.001,0.9,0.071187302,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
SAU,SAU,Saudi Arabia,0.857,33554343,0.838435072,0.085550307,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.542,0.457,0,0,0,0.001,0,0,0,NA,0,0,0,0,0.586596259,0.9,0,0,3,0,0,0,0.1,0.542,0.457,0,0,0,0.001,0,0,0,NA,0,0,0,0,0.586596259,0.9,0,0,3,0,0,0,0.1,0.567567568,0.432432432,0,NA,0.836486486,0.672972973,0.148445946,0.249864865,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
SDN,SDN,Sudan,0.508,41511526,0.346415041,0.144565192,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.024,0.14,0.046,0.005,0.002,0.473,0.236,0.003,0,NA,0,0.05,0.021,0,0.033682664,0.2,0,0,3,0,0,0,0.1,0.001,0.008,0.007,0,0,0.262,0.295,0.004,0.001,NA,0,0.4,0.023,0.9,0.027875308,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
SEN,SEN,Senegal,0.514,16294270,0.471923013,0.156196365,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.217,0.57,0.027,0.008,0.002,0.15,0,0,0,NA,0.009,0.011,0.005,0.1757086,0.044520346,0,0,0,3,0,0,0,0.1,0.001,0.26,0.037,0.004,0,0.428,0,0.002,0,NA,0.043,0.217,0.008,0.2100927,0.0043855,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
SGP,SGP,Singapore,0.935,5791901,1,0.044130062,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,3,0,0,0,0.1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.9,0,0,3,0,0,0,0.1,0.02020202,0.474747475,0.505050505,NA,0.966161616,0.902020202,0.018787879,0.028181818,,,"Rural sanitation technologies data was not available, so national data was used."
SGS,SGS,South Georgia and the South Sandwich Islands,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
SHN,SHN,Saint Helena,NA,4074,0.398134512,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
SJM,SJM,Svalbard and Jan Mayen,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Data,,
SLB,SLB,Solomon Islands,0.557,623281,0.237486784,0.150180964,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.23,0.432,0.129,0.002,0.005,0.142,0.032,0.003,0,NA,0,0.022,0.004,0,0.04312681,0.2,0,0,3,0,0,0,0.1,0.02,0.064,0.038,0.002,0,0.074,0.093,0.002,0,NA,0.024,0.667,0.016,0.9,0.04703053,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
SLE,SLE,Sierra Leone,0.438,7719729,0.42054611,0.145249239,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.024,0.114,0.052,0.015,0.006,0.544,0.164,0.001,0.003,NA,0.029,0.04,0.009,0.2008303,0.003072063,0,0,0,3,0,0,0,0.1,0.001,0.006,0.009,0,0,0.257,0.408,0.002,0.002,NA,0.035,0.277,0.002,0.0840419,0.0000685,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
SLV,SLV,El Salvador,0.667,6411558,0.72023165,0.08883721,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.622,0.131,0,0,0,0.21,0,0.021,0,NA,0,0.01,0.005,0,0.111690514,0.2,0,0,3,0,0,0,0.1,0.05,0.147,0,0,0,0.54,0,0.147,0,NA,0,0.108,0.008,0.9,0.111690514,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,,,
SMR,SMR,San Marino,NA,33557,0.972256161,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.85,0.15,0,0,0,0,0,0,0,NA,0,0,0,0,0.22,0.2,0,0,3,0,0,0,0.1,0.85,0.15,0,0,0,0,0,0,0,NA,0,0,0,0,0.22,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
SOM,SOM,Somalia,NA,15181925,0.449706806,0.177843456,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.219,0.076,0.307,0.014,0.012,0.295,0.062,0.001,0.004,NA,0.002,0.003,0.003,0,0.234063927,0.2,0,0,3,0,0,0,0.1,0.023,0.012,0.085,0.003,0,0.161,0.185,0.004,0.005,NA,0.008,0.452,0.06,0,0.248695652,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
SPM,SPM,Saint Pierre and Miquelon,NA,6342,0.90239672,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.2,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0,0,0,3,0,0,0,0.1,1,0,0,NA,0.75,0.5,0.2425,0.425,No Data,"Urban sanitation technologies data was not available, so national data was used.","Rural sanitation technologies data was not available, so national data was used."
SRB,SRB,Serbia,0.799,8762027,0.56091781,0.047961458,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.989,0,0,0,0,0,0,0,0,NA,0,0,0.011,0.0507072,0.1708251,0.0103853,0,0,3,0,0,0,0.1,0.913,0,0,0,0,0,0,0,0,NA,0,0,0.087,0.9,0.0417479,0,0,0,3,0,0,0,0.1,0.594594595,0.27027027,0.135135135,NA,0.836486486,0.664864865,0.151486486,0.260810811,,,
SSD,SSD,South Sudan,0.413,12919053,0.196149362,0.152531118,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0,0,0,0,0.802,0,0,0.003,NA,0,0.175,0,0,0.012163489,0.2,0,0,3,0,0,0,0.1,0,0,0,0,0,0.292,0,0,0,NA,0,0.707,0.001,0.9,0.012163489,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1.98,,
STP,STP,São Tomé and Príncipe,0.609,208818,0.728031108,0.144888917,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.214,0.044,0.039,0,0,0.273,0,0,0.003,NA,0,0.419,0.008,0,0.067317537,0.2,0,0,3,0,0,0,0.1,0.096,0.028,0.019,0,0,0.233,0,0,0.002,NA,0,0.613,0.01,0.9,0.067317537,0,0,0,3,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
SUR,SUR,Suriname,0.724,568301,0.660595354,0.088958362,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.017,0.894,0.006,0,0.001,0.06,0.017,0,0,NA,0,0.002,0.002,0,0.183701706,0.2,0,0,3,0,0,0,0.1,0.009,0.455,0.032,0.001,0,0.247,0.05,0.001,0.001,NA,0.001,0.185,0.018,0.9,0.204113007,0,0,0,3,0,0,0,0.1,0.5,0.5,0,NA,0.85,0.7,0.13375,0.2225,,,
SVK,SVK,Slovakia,0.857,5449816,0.537257221,0.051961456,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.998,0,0,0,0,0,0,0,0,NA,0,0,0.002,0.0522723,0.7807785,0.0505958,0,0,3,0,0,0,0.1,0.974,0,0,0,0,0,0,0,0,NA,0,0,0.026,0.1220596,0.5170624,0.1181449,0,0,3,0,0,0,0.1,0.016949153,0.796610169,0.186440678,NA,0.954067797,0.896949153,0.024771186,0.026864407,,,
SVN,SVN,Slovenia,0.902,2081260,0.545406629,0.048713474,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.4995,0,0,0,0,0,0,0,0,NA,0,0,0.0005,0,0.868844596,0.9,0,0,3,0,0,0,0.1,0.4985,0,0,0,0,0,0,0,0,NA,0,0,0.0015,0,0.868844596,0.9,0,0,3,0,0,0,0.1,0.018518519,0.666666667,0.314814815,NA,0.958888889,0.898888889,0.022416667,0.0275,Error (check),,
SWE,SWE,Sweden,0.937,9982709,0.874310871,0.059553809,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,1,0,0,0,0,0,0,0,0,NA,0,0,0,0.0352971,0.8714254,0.0352971,0,0,3,0,0,0,0.1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0.0631544,0.7517166,0.0631544,0,0,3,0,0,0,0.1,0,0.046511628,0.953488372,NA,0.988139535,0.919069767,0.004976744,0.02,,,
